dataSubmitter,traceabilityLotCode,productDescription,quantity,unitOfMeasure,harvestDateAndLocation,traceabilityLotCodeSourceLocation,cteDate,referenceDocumentTypeNumber,contaminated,gtin,sgln,pgln,eventID,parentID
Deep Bay,urn:epc:class:lgtin:0952084.514924.f16c0e93fe04880c4,tuna,858,kg,"2023-06-13 - 2023-06-22
Major Fishing Area 2
Southern Atlantic",0952084.72068,2023-06-25,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.514924,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.5874035,
Tidal Mariscos,urn:epc:class:lgtin:0632226.560601.63cd3e8648db91864,barracuda,914,kg,"2023-07-09 - 2023-07-15
Major Fishing Area 8
Southern Pacific",0632226.59917,2023-07-16,urn:epcglobal:epcis:LANDING.0632226,0,urn:epc:idpat:sgtin:0632226.560601,urn:epc:id:sgln:0632226.59917,urn:epc:id:pgln:0632226.59917,0632226.59917.7986656,
Marine Maritime,urn:epc:class:lgtin:1087774.880598.38296fcd0ccf32329,crab,419,lb,"2023-07-14 - 2023-07-19
Major Fishing Area 9
Northern Atlantic",1087774.52772,2023-07-22,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.880598,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.1557177,
Marine Maritime,urn:epc:class:lgtin:1087774.980829.3bf6d203f71dd9233,mackerel,786,kg,"2023-06-14 - 2023-06-17
Major Fishing Area 10
Northern Atlantic",1087774.52772,2023-06-19,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.980829,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.1292296,
Deep Bay,urn:epc:class:lgtin:0952084.999475.aeda004b913db1cae,shrimp,641,lb,"2023-07-02 - 2023-07-06
Major Fishing Area 5
Central Atlantic",0952084.72068,2023-07-08,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.999475,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.5357673,
Harbor Maritime,urn:epc:class:lgtin:0798342.943954.f96a5acb37d9bea19,jack fish,581,kg,"2023-07-14 - 2023-07-21
Major Fishing Area 4
Northern Atlantic",0798342.16978,2023-07-24,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.943954,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.5018056,
Wave Maritime,urn:epc:class:lgtin:0638833.648502.bdf725923f2e5752a,tilapia,250,lb,"2023-07-17 - 2023-07-27
Major Fishing Area 10
Northern Atlantic",0638833.54743,2023-07-29,urn:epcglobal:epcis:LANDING.0638833,0,urn:epc:idpat:sgtin:0638833.648502,urn:epc:id:sgln:0638833.54743,urn:epc:id:pgln:0638833.54743,0638833.54743.9992585,
Fresh Bay,urn:epc:class:lgtin:1321636.178476.2c4eecb84db305e06,haddock,585,kg,"2023-06-26 - 2023-06-29
Major Fishing Area 9
Northern Pacific",1321636.98872,2023-07-02,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.178476,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.7215233,
Fresh Bay,urn:epc:class:lgtin:1321636.163153.0270d9bc7c496973b,oysters,993,lb,"2023-06-22 - 2023-06-25
Major Fishing Area 6
Southern Pacific",1321636.98872,2023-06-28,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.163153,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.4988632,
Harbor Bay,urn:epc:class:lgtin:0898576.745044.f83584cd903426d0b,mackerel,913,kg,"2023-07-22 - 2023-07-26
Major Fishing Area 5
Southern Atlantic",0898576.73449,2023-07-27,urn:epcglobal:epcis:LANDING.0898576,0,urn:epc:idpat:sgtin:0898576.745044,urn:epc:id:sgln:0898576.73449,urn:epc:id:pgln:0898576.73449,0898576.73449.6363858,
Wave Coast,urn:epc:class:lgtin:0675459.725395.f71b44e559a40e2dc,snapper,279,lb,"2023-07-04 - 2023-07-11
Major Fishing Area 7
Northern Atlantic",0675459.59752,2023-07-12,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.725395,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.8571896,
Deep Bay,urn:epc:class:lgtin:0854321.832191.d18523d7906d408ae,tilapia,370,kg,"2023-07-20 - 2023-07-27
Major Fishing Area 3
Southern Atlantic",0854321.52130,2023-07-29,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.832191,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.5135466,
Deep Fisheries,urn:epc:class:lgtin:1090537.404477.7b067a83c89d9a637,lobster,120,kg,"2023-06-17 - 2023-06-27
Major Fishing Area 3
Central Pacific",1090537.28416,2023-06-30,urn:epcglobal:epcis:LANDING.1090537,0,urn:epc:idpat:sgtin:1090537.404477,urn:epc:id:sgln:1090537.28416,urn:epc:id:pgln:1090537.28416,1090537.28416.2134133,
Marine Mariscos,urn:epc:class:lgtin:1140380.138833.c96cb2d9b69d59eaf,lobster,998,kg,"2023-07-08 - 2023-07-15
Major Fishing Area 9
Northern Atlantic",1140380.27822,2023-07-17,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.138833,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.8891083,
Deep Fisheries,urn:epc:class:lgtin:0912972.857744.ee1dce9444da5426e,crayfish,725,lb,"2023-06-10 - 2023-06-15
Major Fishing Area 1
Central Pacific",0912972.84219,2023-06-18,urn:epcglobal:epcis:LANDING.0912972,0,urn:epc:idpat:sgtin:0912972.857744,urn:epc:id:sgln:0912972.84219,urn:epc:id:pgln:0912972.84219,0912972.84219.1232909,
Aqua Aquatics,urn:epc:class:lgtin:0695923.602350.56c282634c5b4e295,oysters,955,lb,"2023-06-26 - 2023-06-29
Major Fishing Area 5
Northern Atlantic",0695923.83700,2023-07-01,urn:epcglobal:epcis:LANDING.0695923,0,urn:epc:idpat:sgtin:0695923.602350,urn:epc:id:sgln:0695923.83700,urn:epc:id:pgln:0695923.83700,0695923.83700.1255399,
Fresh Seafoods,urn:epc:class:lgtin:1077512.247828.9b61e6f718f7cdc04,crab,129,lb,"2023-06-05 - 2023-06-11
Major Fishing Area 2
Southern Atlantic",1077512.24839,2023-06-12,urn:epcglobal:epcis:LANDING.1077512,0,urn:epc:idpat:sgtin:1077512.247828,urn:epc:id:sgln:1077512.24839,urn:epc:id:pgln:1077512.24839,1077512.24839.1641570,
Deep Delights,urn:epc:class:lgtin:0831833.508183.2cd8ed68b4e19da5b,trout,30,kg,"2023-07-18 - 2023-07-27
Major Fishing Area 9
Southern Atlantic",0831833.69717,2023-07-28,urn:epcglobal:epcis:LANDING.0831833,0,urn:epc:idpat:sgtin:0831833.508183,urn:epc:id:sgln:0831833.69717,urn:epc:id:pgln:0831833.69717,0831833.69717.1132333,
Wave Delights,urn:epc:class:lgtin:0636926.492471.74ee9c4723a9c2475,cod,771,lb,"2023-06-07 - 2023-06-15
Major Fishing Area 8
Northern Atlantic",0636926.81674,2023-06-18,urn:epcglobal:epcis:LANDING.0636926,0,urn:epc:idpat:sgtin:0636926.492471,urn:epc:id:sgln:0636926.81674,urn:epc:id:pgln:0636926.81674,0636926.81674.9270965,
Coastal Catchers,urn:epc:class:lgtin:1372683.675909.516f95ac04b556ccf,barracuda,586,kg,"2023-06-08 - 2023-06-15
Major Fishing Area 6
Central Atlantic",1372683.92429,2023-06-16,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.675909,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.6159411,
Ocean Aquatics,urn:epc:class:lgtin:0963500.425111.ae60a2d592ac3da75,amberjack,539,lb,"2023-07-06 - 2023-07-08
Major Fishing Area 1
Southern Atlantic",0963500.38008,2023-07-10,urn:epcglobal:epcis:LANDING.0963500,0,urn:epc:idpat:sgtin:0963500.425111,urn:epc:id:sgln:0963500.38008,urn:epc:id:pgln:0963500.38008,0963500.38008.7400391,
Coastal Delights,urn:epc:class:lgtin:1027268.986827.77b2dec85a209c112,shrimp,33,kg,"2023-06-04 - 2023-06-08
Major Fishing Area 3
Southern Atlantic",1027268.55462,2023-06-10,urn:epcglobal:epcis:LANDING.1027268,0,urn:epc:idpat:sgtin:1027268.986827,urn:epc:id:sgln:1027268.55462,urn:epc:id:pgln:1027268.55462,1027268.55462.6833717,
Wave Delights,urn:epc:class:lgtin:0636926.842329.972fbbeeb4f485a99,grouper,595,lb,"2023-07-24 - 2023-07-30
Major Fishing Area 10
Central Atlantic",0636926.81674,2023-08-02,urn:epcglobal:epcis:LANDING.0636926,0,urn:epc:idpat:sgtin:0636926.842329,urn:epc:id:sgln:0636926.81674,urn:epc:id:pgln:0636926.81674,0636926.81674.7923807,
Ocean Aquatics,urn:epc:class:lgtin:0739683.266810.5b02e19644ffe4bde,lobster,75,kg,"2023-07-12 - 2023-07-17
Major Fishing Area 9
Northern Atlantic",0739683.50788,2023-07-19,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.266810,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.2137402,
Fresh Bay,urn:epc:class:lgtin:1321636.745106.06525d9e4cd92b742,salmon,171,lb,"2023-07-04 - 2023-07-10
Major Fishing Area 8
Central Pacific",1321636.98872,2023-07-11,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.745106,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.7668707,
Aqua Aquatics,urn:epc:class:lgtin:0695923.371296.e89ab0d4e76a5e685,barracuda,487,lb,"2023-06-30 - 2023-07-10
Major Fishing Area 7
Northern Atlantic",0695923.83700,2023-07-12,urn:epcglobal:epcis:LANDING.0695923,0,urn:epc:idpat:sgtin:0695923.371296,urn:epc:id:sgln:0695923.83700,urn:epc:id:pgln:0695923.83700,0695923.83700.4696305,
Aqua Mariscos,urn:epc:class:lgtin:1317922.165356.bb443b059e5cd39a9,tilapia,41,kg,"2023-07-19 - 2023-07-29
Major Fishing Area 9
Southern Atlantic",1317922.99311,2023-08-01,urn:epcglobal:epcis:LANDING.1317922,0,urn:epc:idpat:sgtin:1317922.165356,urn:epc:id:sgln:1317922.99311,urn:epc:id:pgln:1317922.99311,1317922.99311.8188727,
Coastal Delights,urn:epc:class:lgtin:0912866.177558.e20e95bac8d8c7a30,mackerel,381,kg,"2023-06-19 - 2023-06-28
Major Fishing Area 8
Northern Pacific",0912866.52865,2023-06-29,urn:epcglobal:epcis:LANDING.0912866,0,urn:epc:idpat:sgtin:0912866.177558,urn:epc:id:sgln:0912866.52865,urn:epc:id:pgln:0912866.52865,0912866.52865.5410942,
Fresh Aquatics,urn:epc:class:lgtin:0812950.198016.6b90113e59604d1f3,lobster,992,lb,"2023-06-26 - 2023-07-02
Major Fishing Area 4
Southern Atlantic",0812950.51420,2023-07-05,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.198016,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.9082670,
Deep Fisheries,urn:epc:class:lgtin:0696842.424606.de0fcde2174cef198,mahi mahi,977,kg,"2023-06-30 - 2023-07-05
Major Fishing Area 7
Northern Pacific",0696842.58624,2023-07-06,urn:epcglobal:epcis:LANDING.0696842,0,urn:epc:idpat:sgtin:0696842.424606,urn:epc:id:sgln:0696842.58624,urn:epc:id:pgln:0696842.58624,0696842.58624.5016943,
Tidal Maritime,urn:epc:class:lgtin:0618737.694851.9cc9d9eb745dbf6c1,cod,161,kg,"2023-06-27 - 2023-07-02
Major Fishing Area 7
Northern Atlantic",0618737.79714,2023-07-04,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.694851,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.6812289,
Marine Bay,urn:epc:class:lgtin:1319539.736391.4eb8a86739bc1c0cc,mackerel,871,kg,"2023-07-19 - 2023-07-28
Major Fishing Area 5
Southern Atlantic",1319539.34977,2023-07-30,urn:epcglobal:epcis:LANDING.1319539,0,urn:epc:idpat:sgtin:1319539.736391,urn:epc:id:sgln:1319539.34977,urn:epc:id:pgln:1319539.34977,1319539.34977.6603364,
Fresh Seafoods,urn:epc:class:lgtin:0989423.958491.5ebc6bc71da16883d,cod,228,lb,"2023-07-08 - 2023-07-15
Major Fishing Area 1
Southern Pacific",0989423.71961,2023-07-17,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.958491,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.2260313,
Tidal Maritime,urn:epc:class:lgtin:1240658.228825.a4b421d00d855fa62,mussels,749,kg,"2023-07-02 - 2023-07-06
Major Fishing Area 2
Central Atlantic",1240658.25669,2023-07-07,urn:epcglobal:epcis:LANDING.1240658,0,urn:epc:idpat:sgtin:1240658.228825,urn:epc:id:sgln:1240658.25669,urn:epc:id:pgln:1240658.25669,1240658.25669.4908914,
Tidal Maritime,urn:epc:class:lgtin:1299955.760632.61457c1f36911bbe6,crayfish,347,kg,"2023-06-08 - 2023-06-10
Major Fishing Area 10
Southern Pacific",1299955.21360,2023-06-13,urn:epcglobal:epcis:LANDING.1299955,0,urn:epc:idpat:sgtin:1299955.760632,urn:epc:id:sgln:1299955.21360,urn:epc:id:pgln:1299955.21360,1299955.21360.2672339,
Sea Catches,urn:epc:class:lgtin:0741627.569281.1fbf157c880f987c5,mahi mahi,726,lb,"2023-07-01 - 2023-07-05
Major Fishing Area 6
Southern Pacific",0741627.10885,2023-07-06,urn:epcglobal:epcis:LANDING.0741627,0,urn:epc:idpat:sgtin:0741627.569281,urn:epc:id:sgln:0741627.10885,urn:epc:id:pgln:0741627.10885,0741627.10885.3876266,
Ocean Mariscos,urn:epc:class:lgtin:1348322.574709.1b3a3481d330860ec,clams,826,lb,"2023-07-14 - 2023-07-16
Major Fishing Area 8
Central Pacific",1348322.82144,2023-07-19,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.574709,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.1433234,
Sea Mariscos,urn:epc:class:lgtin:0894453.386341.b79940385f9a3b65e,haddock,935,kg,"2023-06-10 - 2023-06-18
Major Fishing Area 2
Northern Pacific",0894453.14301,2023-06-21,urn:epcglobal:epcis:LANDING.0894453,0,urn:epc:idpat:sgtin:0894453.386341,urn:epc:id:sgln:0894453.14301,urn:epc:id:pgln:0894453.14301,0894453.14301.4945736,
Tidal Coast,urn:epc:class:lgtin:1167720.567881.15780da283fd30edb,trout,353,kg,"2023-07-24 - 2023-07-30
Major Fishing Area 1
Central Atlantic",1167720.37931,2023-08-02,urn:epcglobal:epcis:LANDING.1167720,0,urn:epc:idpat:sgtin:1167720.567881,urn:epc:id:sgln:1167720.37931,urn:epc:id:pgln:1167720.37931,1167720.37931.3892038,
Deep Delights,urn:epc:class:lgtin:0831833.883579.2fc2e546a71119817,barracuda,621,kg,"2023-07-23 - 2023-07-31
Major Fishing Area 6
Central Atlantic",0831833.69717,2023-08-01,urn:epcglobal:epcis:LANDING.0831833,0,urn:epc:idpat:sgtin:0831833.883579,urn:epc:id:sgln:0831833.69717,urn:epc:id:pgln:0831833.69717,0831833.69717.2261774,
Fresh Aquatics,urn:epc:class:lgtin:0690120.133685.ebde4e109e2e3b092,oysters,184,kg,"2023-06-21 - 2023-07-01
Major Fishing Area 9
Central Atlantic",0690120.76098,2023-07-03,urn:epcglobal:epcis:LANDING.0690120,0,urn:epc:idpat:sgtin:0690120.133685,urn:epc:id:sgln:0690120.76098,urn:epc:id:pgln:0690120.76098,0690120.76098.6519489,
Marine Mariscos,urn:epc:class:lgtin:1140380.954390.0ccaed9e76e088fb8,mackerel,523,lb,"2023-06-29 - 2023-07-01
Major Fishing Area 7
Northern Atlantic",1140380.27822,2023-07-02,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.954390,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.6414940,
Ocean Mariscos,urn:epc:class:lgtin:1348322.106901.63fa2023fa912d6e4,crab,192,kg,"2023-07-10 - 2023-07-19
Major Fishing Area 1
Central Pacific",1348322.82144,2023-07-21,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.106901,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.9065963,
Tidal Coast,urn:epc:class:lgtin:1392244.316380.cc1f8bc1c8d2a33a1,jack fish,580,kg,"2023-07-03 - 2023-07-13
Major Fishing Area 8
Southern Atlantic",1392244.97244,2023-07-15,urn:epcglobal:epcis:LANDING.1392244,0,urn:epc:idpat:sgtin:1392244.316380,urn:epc:id:sgln:1392244.97244,urn:epc:id:pgln:1392244.97244,1392244.97244.6327868,
Fresh Aquatics,urn:epc:class:lgtin:0812950.834823.c7011bf7c98b8cd58,barracuda,29,kg,"2023-07-23 - 2023-08-01
Major Fishing Area 8
Northern Atlantic",0812950.51420,2023-08-02,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.834823,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.8737013,
Coastal Catchers,urn:epc:class:lgtin:1122227.435872.49b61cd88f62b0015,tilapia,774,lb,"2023-06-12 - 2023-06-22
Major Fishing Area 4
Southern Atlantic",1122227.55899,2023-06-23,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.435872,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.3920458,
Ocean Catches,urn:epc:class:lgtin:0936963.567814.0886c5a07ec0cda1a,tilapia,193,kg,"2023-06-09 - 2023-06-15
Major Fishing Area 10
Northern Atlantic",0936963.69103,2023-06-17,urn:epcglobal:epcis:LANDING.0936963,0,urn:epc:idpat:sgtin:0936963.567814,urn:epc:id:sgln:0936963.69103,urn:epc:id:pgln:0936963.69103,0936963.69103.8165949,
Tidal Coast,urn:epc:class:lgtin:1392244.172934.e63908944c9f12c35,clams,451,kg,"2023-06-30 - 2023-07-02
Major Fishing Area 7
Northern Atlantic",1392244.97244,2023-07-05,urn:epcglobal:epcis:LANDING.1392244,0,urn:epc:idpat:sgtin:1392244.172934,urn:epc:id:sgln:1392244.97244,urn:epc:id:pgln:1392244.97244,1392244.97244.3072291,
Tidal Mariscos,urn:epc:class:lgtin:0632226.113265.eb812aa464da6e96f,shrimp,674,lb,"2023-06-27 - 2023-07-06
Major Fishing Area 1
Central Pacific",0632226.59917,2023-07-08,urn:epcglobal:epcis:LANDING.0632226,0,urn:epc:idpat:sgtin:0632226.113265,urn:epc:id:sgln:0632226.59917,urn:epc:id:pgln:0632226.59917,0632226.59917.9811049,
Marine Maritime,urn:epc:class:lgtin:1087774.853042.d10468b364c043224,shrimp,538,kg,"2023-06-24 - 2023-06-26
Major Fishing Area 7
Northern Atlantic",1087774.52772,2023-06-29,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.853042,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.3274822,
Coastal Catchers,urn:epc:class:lgtin:1372683.596085.6a983d3970f258540,barracuda,951,kg,"2023-07-06 - 2023-07-16
Major Fishing Area 7
Northern Atlantic",1372683.92429,2023-07-18,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.596085,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.1488191,
Coastal Catchers,urn:epc:class:lgtin:1122227.129665.38687217f3e1e9e56,swordfish,98,kg,"2023-06-10 - 2023-06-19
Major Fishing Area 3
Central Atlantic",1122227.55899,2023-06-22,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.129665,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.8522571,
Fresh Mariscos,urn:epc:class:lgtin:0615440.949623.a82a81cbd3268f528,crayfish,545,kg,"2023-06-06 - 2023-06-14
Major Fishing Area 7
Central Atlantic",0615440.57508,2023-06-16,urn:epcglobal:epcis:LANDING.0615440,0,urn:epc:idpat:sgtin:0615440.949623,urn:epc:id:sgln:0615440.57508,urn:epc:id:pgln:0615440.57508,0615440.57508.8913442,
Aqua Seafoods,urn:epc:class:lgtin:1071645.424134.0e2e3c34ba16fe83e,jack fish,115,lb,"2023-06-21 - 2023-06-27
Major Fishing Area 2
Southern Atlantic",1071645.21066,2023-06-29,urn:epcglobal:epcis:LANDING.1071645,0,urn:epc:idpat:sgtin:1071645.424134,urn:epc:id:sgln:1071645.21066,urn:epc:id:pgln:1071645.21066,1071645.21066.3738419,
Coastal Catchers,urn:epc:class:lgtin:1197191.549931.e9d19f59ca1d17829,haddock,476,kg,"2023-07-20 - 2023-07-29
Major Fishing Area 9
Central Atlantic",1197191.19455,2023-07-31,urn:epcglobal:epcis:LANDING.1197191,0,urn:epc:idpat:sgtin:1197191.549931,urn:epc:id:sgln:1197191.19455,urn:epc:id:pgln:1197191.19455,1197191.19455.5243598,
Tidal Coast,urn:epc:class:lgtin:1392244.332566.84528486f6a943232,haddock,706,lb,"2023-07-05 - 2023-07-11
Major Fishing Area 10
Northern Atlantic",1392244.97244,2023-07-13,urn:epcglobal:epcis:LANDING.1392244,0,urn:epc:idpat:sgtin:1392244.332566,urn:epc:id:sgln:1392244.97244,urn:epc:id:pgln:1392244.97244,1392244.97244.5635981,
Deep Coast,urn:epc:class:lgtin:0992797.879731.6ebb31916164eb729,snapper,239,kg,"2023-07-16 - 2023-07-26
Major Fishing Area 10
Northern Pacific",0992797.84828,2023-07-29,urn:epcglobal:epcis:LANDING.0992797,0,urn:epc:idpat:sgtin:0992797.879731,urn:epc:id:sgln:0992797.84828,urn:epc:id:pgln:0992797.84828,0992797.84828.8843930,
Sea Maritime,urn:epc:class:lgtin:0746852.887448.2d71913a8a0ad13da,tilapia,429,kg,"2023-06-29 - 2023-07-01
Major Fishing Area 8
Southern Atlantic",0746852.86054,2023-07-02,urn:epcglobal:epcis:LANDING.0746852,0,urn:epc:idpat:sgtin:0746852.887448,urn:epc:id:sgln:0746852.86054,urn:epc:id:pgln:0746852.86054,0746852.86054.1845131,
Aqua Aquatics,urn:epc:class:lgtin:0765921.423055.2c69f2278e006021c,tuna,400,kg,"2023-07-20 - 2023-07-30
Major Fishing Area 6
Southern Atlantic",0765921.93775,2023-08-01,urn:epcglobal:epcis:LANDING.0765921,0,urn:epc:idpat:sgtin:0765921.423055,urn:epc:id:sgln:0765921.93775,urn:epc:id:pgln:0765921.93775,0765921.93775.2992651,
Wave Coast,urn:epc:class:lgtin:0675459.885312.e297b6cb3d883f4aa,crab,399,kg,"2023-06-08 - 2023-06-13
Major Fishing Area 8
Southern Atlantic",0675459.59752,2023-06-16,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.885312,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.5867496,
Ocean Seafoods,urn:epc:class:lgtin:1296690.519896.bf88114001d5499dc,jack fish,627,lb,"2023-06-10 - 2023-06-18
Major Fishing Area 1
Southern Atlantic",1296690.48929,2023-06-20,urn:epcglobal:epcis:LANDING.1296690,0,urn:epc:idpat:sgtin:1296690.519896,urn:epc:id:sgln:1296690.48929,urn:epc:id:pgln:1296690.48929,1296690.48929.6509625,
Deep Catches,urn:epc:class:lgtin:0812028.130180.94e856f397e7c26c7,shrimp,590,kg,"2023-06-05 - 2023-06-11
Major Fishing Area 4
Northern Atlantic",0812028.42473,2023-06-14,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.130180,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.1679833,
Ocean Seafoods,urn:epc:class:lgtin:1278949.465385.ca3c14bec034ac9cf,pollock,275,kg,"2023-07-22 - 2023-07-29
Major Fishing Area 2
Northern Atlantic",1278949.60750,2023-08-01,urn:epcglobal:epcis:LANDING.1278949,0,urn:epc:idpat:sgtin:1278949.465385,urn:epc:id:sgln:1278949.60750,urn:epc:id:pgln:1278949.60750,1278949.60750.7168820,
Coastal Catchers,urn:epc:class:lgtin:1372683.856499.c9b6c46761f36fc39,barracuda,495,kg,"2023-06-11 - 2023-06-21
Major Fishing Area 5
Southern Atlantic",1372683.92429,2023-06-24,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.856499,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.3358684,
Deep Fisheries,urn:epc:class:lgtin:1090537.746778.e8d16b477016b0a25,shrimp,917,kg,"2023-07-01 - 2023-07-07
Major Fishing Area 1
Northern Pacific",1090537.28416,2023-07-09,urn:epcglobal:epcis:LANDING.1090537,0,urn:epc:idpat:sgtin:1090537.746778,urn:epc:id:sgln:1090537.28416,urn:epc:id:pgln:1090537.28416,1090537.28416.2179343,
Fresh Bay,urn:epc:class:lgtin:0942549.238538.b2b2bdd8ad566b023,crab,433,kg,"2023-06-16 - 2023-06-23
Major Fishing Area 1
Southern Pacific",0942549.39336,2023-06-25,urn:epcglobal:epcis:LANDING.0942549,0,urn:epc:idpat:sgtin:0942549.238538,urn:epc:id:sgln:0942549.39336,urn:epc:id:pgln:0942549.39336,0942549.39336.6278133,
Aqua Coast,urn:epc:class:lgtin:0765866.120312.073df5b7b25af2df4,lobster,82,kg,"2023-07-18 - 2023-07-22
Major Fishing Area 9
Southern Atlantic",0765866.30178,2023-07-25,urn:epcglobal:epcis:LANDING.0765866,0,urn:epc:idpat:sgtin:0765866.120312,urn:epc:id:sgln:0765866.30178,urn:epc:id:pgln:0765866.30178,0765866.30178.6177409,
Coastal Mariscos,urn:epc:class:lgtin:1114768.296026.d1c5dc349f190f3ce,crab,476,lb,"2023-06-28 - 2023-07-08
Major Fishing Area 8
Central Atlantic",1114768.13145,2023-07-10,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.296026,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.3652294,
