businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
farm,Whispering Harvest Farm,428-252-8303,566 Thornton Viaduct,Hillshire,OK,92085,0776014,0.05,0776014.22339
distributor,Gourmet Distributors,5977295329,62335 Kimberly Port,Mcintoshstad,IA,50362,1358032,0.05,1358032.94795
farm,Misty Meadows Farm,(251)703-8184,5528 Conway Flats,Mckenzieville,SD,41615,0688007,0.15,0688007.34686
processor,Quality Provisions,277-204-9276,3710 Jody Mountain Apt. 594,North Michael,KY,48386,1360519,0.15,1360519.21881
seafoodFarm,Aqua Fish Haven,(495)240-0008,854 Sullivan Islands Apt. 305,North Hayden,OR,00564,1264047,0.05,1264047.65443
groceryNoTransform,Tasty Foods,557-698-1782,687 Holloway Course,Craigside,MD,14491,0922970,0.05,0922970.51876
grocery,Delicious Market,7704798143,68479 Jillian Hill,North Chadside,LA,17563,0777524,0.05,0777524.36702
packaging,Premium Wraps,(845)519-5512,71408 Sara Mountain,West Josephshire,IN,32577,0661681,0.15,0661681.76076
seafoodFarm,Aqua Aquafarm,(837)942-2801,54980 Kevin Wall,Port Audrey,OR,18732,0970837,0.15,0970837.32474
distributor,Fine Exim,(819)262-4864,715 Christopher Extension Suite 727,West Michaelmouth,WA,69514,0950514,0.05,0950514.82008
seafoodFarm,Ocean Fish Haven,941-276-6069,56489 Rich Valleys,Port Paulberg,TX,76541,1015797,0.05,1015797.82237
groceryNoTransform,Delicious Corner,5344857261,680 Rachel Vista Apt. 819,Alanburgh,MN,33864,1229027,0.05,1229027.91216
seafoodFarm,Sea Fish Haven,6793673264,9583 Caldwell Trafficway,Lake Tanya,VA,24021,1341681,0.05,1341681.49121
landBasedReceiver,Deep Fisheries,(695)672-0433,380 Matthew Lodge Apt. 713,New Roger,HI,61342,0696842,0.05,0696842.58624
farm,Sunny Orchard Farm,419-245-5674,6884 Sandra Roads Suite 285,Lake Johnshire,PA,89865,0727545,0.05,0727545.79649
groceryNoTransform,Gourmet Corner,7792563194,03748 Sharp Island,Frazierfort,CA,37726,1081003,0.15,1081003.11437
wholesaler,Quality Foods,4598663832,0430 Gregory Landing Apt. 194,New Krystalborough,SD,80038,1362656,0.15,1362656.20027
distributor,Reliable Network,681-485-2174,102 Carlos Ville,Danielton,IL,03685,0632737,0.05,0632737.63246
landBasedReceiver,Ocean Delights,9636636398,799 Tim Hills,Port John,CT,53439,0688974,0.05,0688974.62085
seafoodFarm,Marine Aquafarm,6073515001,8403 Linda Burg Apt. 736,Racheltown,AL,20158,0611481,0.15,0611481.97833
processor,Wholesome Industries,(772)400-4609,61029 Kelsey Pines,South Nicole,OK,75699,0860590,0.05,0860590.47808
processor,Healthy Industries,9648779342,2150 Ballard River,Cortezmouth,NY,78949,0839882,0.05,0839882.51319
farm,Misty Valley Farm,373-701-3840,998 Davis Walk Apt. 694,New John,NV,60787,0776966,0.05,0776966.34220
grocery,Premium Mart,4464824016,69413 Shannon Club,South Amandabury,NC,68167,0789178,0.8,0789178.18696
processor,Global Products,3416919573,4903 Robinson Crest,North Tamaraborough,IN,52836,0679058,0.05,0679058.22312
restaurant,Exquisite Cuisine,(455)972-7633,58745 Vanessa Mountain,New Janeborough,AR,94379,0881342,0.05,0881342.75443
groceryNoTransform,Tasty Grocery,486-828-0071,34034 Chapman Junctions Apt. 978,Brendaburgh,AL,33342,1049804,0.8,1049804.32673
packaging,Quality Packs,(799)619-4251,00267 Christine Garden Apt. 081,West Markland,NE,30525,0949725,0.15,0949725.47072
distributor,Reliable Services,4098069654,059 Moore Harbors Suite 737,Pooleside,WV,21775,0978192,0.05,0978192.71488
grocery,Gourmet Foods,(349)977-8223,802 Ashley Ranch Suite 030,Jamesshire,FL,34269,0694872,0.8,0694872.26752
restaurant,Charming Grill,(989)983-7436,122 Mcdonald Ranch,Smithmouth,NE,95261,1078093,0.05,1078093.56097
processor,Quality Cuisine,(287)605-6837,855 Brittney Creek,Karenborough,IL,34203,1317507,0.15,1317507.70613
processor,Healthy Manufacturing,(711)277-4384,5747 Mason Prairie,Maysland,AZ,83067,0631246,0.15,0631246.44608
distributor,Superior Imports,4403151844,762 Norris Harbors Suite 835,Steveside,NJ,86007,0610928,0.05,0610928.41581
farm,Golden Valley Farm,271-643-7557,55863 Kelly Walk Suite 207,Lake Robertfurt,NV,94247,0872052,0.05,0872052.52615
landBasedReceiver,Wave Fisheries,7607779737,068 Eric Neck Apt. 206,Mariestad,ME,36721,0657910,0.05,0657910.95784
grocery,Premium Emporium,(250)353-3911,178 Michelle Harbors,Caseymouth,MP,10969,0725531,0.05,0725531.78198
processor,Premium Provisions,992-265-4421,88724 Perry Viaduct,New Christiechester,AR,28459,0832128,0.15,0832128.97024
seafoodFarm,Blue Fishery,(485)569-3655,123 Lopez Underpass,South Kimberly,TX,32909,0964294,0.05,0964294.51232
wholesaler,Gourmet Distributors,866-604-8573,46964 Matthew Street,Elizabethton,MD,87176,0784247,0.15,0784247.13663
landBasedReceiver,Harbor Aquatics,8865488381,33300 Christopher Loop,Lambertborough,SC,52693,1042380,0.05,1042380.62644
groceryNoTransform,Delicious Grocery,(988)521-7163,971 Davis Extensions Suite 507,Perkinsland,IA,67309,0918501,0.15,0918501.71110
restaurant,Charming Cafe,(804)474-3411,42161 Amber Flat,Flemingbury,SC,03654,1354194,0.15,1354194.25513
processor,Global Cuisine,2938422737,7264 Glen Greens Apt. 726,North Victorstad,HI,51461,0836475,0.15,0836475.67568
grocery,Healthy Corner,261-638-5492,24919 Robert Rapid Apt. 219,North Jeremyfurt,TN,09178,1090161,0.05,1090161.91347
wholesaler,Global Traders,995-990-8739,033 Wendy Burgs,Clarkmouth,VI,94119,0936626,0.05,0936626.47478
seafoodFarm,Blue Fishery,9387439622,576 Austin Inlet,North Angelaview,SC,24427,0991493,0.15,0991493.76757
distributor,Reliable Distribution,6852829341,18228 Fuller Brook Suite 444,East Mistyside,CO,71095,1319875,0.05,1319875.71395
restaurant,Cozy Diner,994-489-8937,3129 Murray Crossroad,Lake Douglasfurt,VT,65998,1066882,0.05,1066882.60938
distributor,Gourmet Wholesalers,7055609432,34759 Watson Station Suite 236,South Kimberlystad,MN,14598,1218937,0.05,1218937.48152
wholesaler,Prime Market,6846680881,875 Ross Island Suite 639,Stuarttown,NM,59302,0862378,0.05,0862378.34302
grocery,Healthy Grocery,3675126585,8807 Curtis Drive,East Charlesfort,ID,32257,1338225,0.15,1338225.48881
landBasedReceiver,Tidal Maritime,9866717897,5166 Bruce Circle,Port Brianside,FL,92279,0618737,0.8,0618737.79714
distributor,Global Supply,7574448038,52140 Wood Port Apt. 309,Masonfurt,ID,43424,0738458,0.15,0738458.91998
grocery,Organic Market,326-506-0535,017 Randy Mountains Apt. 820,Victoriaton,UT,93381,1046293,0.05,1046293.73168
landBasedReceiver,Marine Maritime,5998815671,6917 Molly Locks,Christianmouth,AL,43171,1271374,0.15,1271374.56135
landBasedReceiver,Sea Maritime,(722)503-3158,85881 Short Ford Apt. 277,East Michael,NC,38985,0746852,0.15,0746852.86054
packaging,Global Wraps,649-709-9626,40964 Brad Knoll Apt. 570,Lloydside,WI,61866,1375460,0.05,1375460.98995
seafoodFarm,Blue Aquaculture,7489240776,673 Lindsay Loop Apt. 766,East Kyle,CA,83015,0854364,0.05,0854364.79318
farm,Misty Hills Farm,6642417767,252 Humphrey Curve Suite 254,Lake Rachelland,OH,38549,1238412,0.05,1238412.56339
farm,Green Pastures Farm,3987472245,7808 Joshua Summit Suite 033,Lake Rebeccahaven,MH,35999,0932337,0.05,0932337.31260
farm,Green Hills Farm,7008034364,196 Sheri Divide Suite 634,East Laceyburgh,NV,58745,0982131,0.05,0982131.27008
processor,Pure Cuisine,3436867406,969 Garcia Springs Suite 091,Janicebury,FM,13696,1329845,0.05,1329845.93318
landBasedReceiver,Sea Mariscos,(727)317-0634,48977 Hickman Orchard Suite 780,Lake Shelley,WA,12856,0894453,0.05,0894453.14301
packaging,Secure Pack,957-345-2934,47029 Leon Manors Suite 621,South Patrickborough,MA,46364,0877537,0.15,0877537.96508
seafoodFarm,Marine Fish Farm,(467)625-8704,264 Glass Station,Samanthashire,MD,86121,1212672,0.15,1212672.16618
farm,Whispering Acres Farm,8306472548,511 Wiley Oval Apt. 877,West Amy,AS,90229,1246166,0.05,1246166.33306
grocery,Fresh Emporium,435-296-9973,58959 Clark Vista Suite 039,North Stevenmouth,KY,16269,0620787,0.05,0620787.31171
packaging,Bio Packs,613-710-9686,60492 Leah Motorway,Porterburgh,NH,37844,0723138,0.8,0723138.23440
wholesaler,Best Wholesale,689-572-2597,5369 Brown Mountain Apt. 860,Robertberg,VT,21558,1358590,0.05,1358590.62533
distributor,International Imports,8372316871,30873 Jillian Skyway,Aprilshire,AS,12694,0664842,0.05,0664842.32831
groceryNoTransform,Natural Grocery,942-801-5839,76467 Melissa Junctions,East Jenniferfort,MN,43637,0676117,0.05,0676117.21049
landBasedReceiver,Marine Mariscos,3294284080,492 Walker Trail,New Kevin,FL,85066,1165106,0.15,1165106.59890
wholesaler,Quality Imports,287-909-7128,80781 Ronald Locks,Port Josefort,GU,46324,1288176,0.05,1288176.14189
wholesaler,Best Distributors,(814)704-2215,9962 Payne Crossroad Apt. 202,North Loretta,WY,00862,1149225,0.05,1149225.33152
farm,Golden Fields Farm,797-438-3335,71533 Burns Field Apt. 232,West Laurahaven,NV,45302,0711182,0.05,0711182.22533
landBasedReceiver,Ocean Mariscos,4382643388,58760 Bolton Square Suite 854,Lake Christopherview,MD,98663,0746252,0.05,0746252.33276
seafoodFarm,Aqua Aquafarm,9218392115,358 Mark Trail,Clementsborough,WA,88638,0626712,0.15,0626712.96158
restaurant,Savory Tavern,(960)953-9586,180 Donald Stream Suite 716,Popeside,NH,25150,1154622,0.05,1154622.43148
grocery,Fresh Store,903-344-3087,04073 Todd Islands,Melissamouth,AK,92125,1095353,0.05,1095353.55648
farm,Peaceful Harvest Farm,(917)941-3606,84340 Catherine Freeway,Murphyland,NC,66717,1119940,0.05,1119940.77603
seafoodFarm,Sea Fishery,2643758822,061 Thomas Cliffs,Pricestad,NH,13642,1140438,0.05,1140438.51576
grocery,Natural Grocery,8204475782,04347 Brittany Extension,Andrewsberg,NY,46697,1218526,0.05,1218526.90586
restaurant,Tasty Grill,9183500961,559 Conner Landing,Lake Alyssaland,WI,24337,1256898,0.15,1256898.13167
packaging,Global Encase,(499)320-9166,6056 Stephenson Curve Apt. 663,Port Bruceborough,CO,86342,0632897,0.15,0632897.54072
landBasedReceiver,Harbor Delights,3002374513,9145 Christian Burg,East Stephenstad,MD,20472,0655191,0.15,0655191.79928
restaurant,Tasty Bistro,832-430-1781,17505 John Dale Suite 253,Hicksmouth,WV,02936,0989659,0.05,0989659.96513
groceryNoTransform,Fine Corner,2024903743,73796 Dawn Road,Leemouth,WI,26472,1397539,0.05,1397539.48094
landBasedReceiver,Tidal Bay,3065693478,17978 Harrell Spring Suite 595,West Angela,NJ,90861,0726181,0.05,0726181.86044
restaurant,Flavorful Grill,291-249-6921,800 Walters Drives Apt. 774,Lake Lisa,CA,56597,0837841,0.05,0837841.34338
landBasedReceiver,Marine Mariscos,224-810-1522,30784 Danielle Mount Apt. 028,South Lauren,AK,41216,0677252,0.15,0677252.52994
landBasedReceiver,Aqua Catches,(401)422-8110,55980 Robinson Highway Apt. 604,Longbury,SC,73680,1051262,0.05,1051262.43112
wholesaler,Gourmet Traders,439-836-4700,26187 Garza Route Suite 800,Amystad,LA,82853,0979521,0.15,0979521.59744
landBasedReceiver,Deep Aquatics,947-628-1210,2224 Linda Dam,Stewartville,NJ,88649,0973119,0.15,0973119.45513
grocery,Gourmet Market,(857)349-6830,66354 Garcia Viaduct Suite 289,North Michael,PW,62109,1246059,0.05,1246059.92474
grocery,Healthy Mart,2165007868,0660 Snow Overpass,New Timothy,KY,19052,1218309,0.05,1218309.83781
packaging,Bio Packs,595-713-5263,511 Patrick Station Suite 524,West Cynthia,MI,46186,0731521,0.05,0731521.43365
wholesaler,Prime Market,(227)252-5728,416 Smith Walk,North Taylor,PR,37602,0933536,0.15,0933536.65567
packaging,Quality Containers,8139295551,254 Juan Greens Suite 134,Johnbury,RI,80842,1180365,0.05,1180365.12641
processor,Innovative Cuisine,(394)283-0335,1810 Jean Stream,Kevinland,ME,25373,0784932,0.8,0784932.24676
processor,Fresh Provisions,(471)912-9180,564 Simmons Pass Apt. 230,Lesliemouth,IL,46337,1158434,0.05,1158434.84864
grocery,Healthy Store,449-327-3549,5846 Moore Landing,Foleyfort,NE,61313,1139537,0.05,1139537.27867
wholesaler,Prime Wholesale,3564637899,26563 Benjamin Station,Jenniferland,UT,16245,0964156,0.15,0964156.37811
groceryNoTransform,Tasty Market,(298)539-9578,956 Green Underpass,Jaimeside,AR,76440,0651394,0.05,0651394.68142
processor,Innovative Cuisine,(730)825-9434,2725 Lopez Course,North Jerryside,AL,36807,0681468,0.15,0681468.55350
processor,Natural Provisions,215-557-8756,431 Shawn Plain,Kylieburgh,WA,30128,0659981,0.15,0659981.56784
seafoodFarm,Nautical Aquaculture,(586)799-4830,8388 Palmer Creek Apt. 536,Lake Thomas,FL,98520,1147375,0.15,1147375.40589
restaurant,Tasty Eatery,6919374721,224 Robles Rapids,Christinaview,WA,96558,0827553,0.15,0827553.99406
seafoodFarm,Marine Aquaculture,(571)781-8635,31966 Jeremy Island,Ballardhaven,FL,61843,0875183,0.15,0875183.90972
restaurant,Fusion Eatery,(711)958-5612,091 Christine Corner Apt. 906,Nguyenport,NY,45737,0928209,0.05,0928209.32511
grocery,Fine Store,(452)728-8405,51609 Patricia Fork Suite 847,Ryanberg,SC,67317,0995577,0.05,0995577.26918
farm,Peaceful Orchard Farm,710-990-5877,5456 Pearson Way,New Nicholas,MN,06745,1086239,0.8,1086239.79393
grocery,Fresh Mart,4889075900,614 Jackson Roads,Port Christopherberg,MO,75541,0861648,0.05,0861648.17369
processor,Innovative Solutions,816-698-0638,1805 Coleman Oval Suite 877,Port Christineshire,IN,51168,0796033,0.8,0796033.96405
grocery,Fresh Emporium,477-742-6603,6467 Martinez Park Suite 306,New Jimmyborough,MH,92420,1219788,0.05,1219788.79286
grocery,Wholesome Market,7652752864,82539 Myers Crossing,Brownbury,PR,46052,1151694,0.15,1151694.97336
seafoodFarm,Nautical Aquaculture,(685)495-7563,7391 Collins Corners Apt. 928,South Katherine,RI,03827,0820103,0.15,0820103.30769
groceryNoTransform,Delicious Store,(543)681-8188,23372 Hansen Tunnel Suite 161,Hodgesfort,CA,58449,0899477,0.05,0899477.97492
restaurant,Fusion Brasserie,960-692-4879,166 Cooper Junction,South Jamesburgh,MO,06159,0665473,0.05,0665473.85052
farm,Peaceful Fields Farm,5604504592,2582 Scott Coves,East Marvinfort,OH,93407,1398491,0.05,1398491.13264
landBasedReceiver,Deep Catches,3353609397,7067 Daniel Ranch Suite 205,South Valerie,NY,99814,0946325,0.05,0946325.75441
groceryNoTransform,Gourmet Store,9237513220,567 Ronald Rapids,North Seanchester,AL,30291,0833825,0.15,0833825.36994
groceryNoTransform,Premium Outlet,7918801035,176 Bailey Stravenue Apt. 623,Robertoburgh,GU,89861,1013778,0.05,1013778.76675
restaurant,Flavorful Diner,9008958490,1698 Wheeler Estates,Lisaborough,WV,28717,0844602,0.15,0844602.36375
wholesaler,Fresh Market,692-723-0722,8023 David Mountains,Lake John,SC,85283,0948713,0.15,0948713.91669
processor,Premium Foods,520-847-6149,78613 Peter Landing,Lake Ashleyfurt,AZ,08072,1362504,0.05,1362504.43976
seafoodFarm,Marine Aquafarm,4015677355,023 Stewart Prairie,Timothyberg,TX,85603,0916508,0.15,0916508.49026
seafoodFarm,Aqua Fish Haven,2288950378,16450 Marie Grove Apt. 230,New Cynthiachester,MS,06546,1196850,0.15,1196850.16442
restaurant,Gourmet Grill,(350)216-2448,1842 Samuel Forest Suite 453,Port Scottport,WI,77605,1256092,0.05,1256092.75950
processor,Pure Provisions,(740)550-2423,37032 Valerie Village,West Sharon,FL,97148,1334371,0.15,1334371.68905
landBasedReceiver,Deep Mariscos,(467)868-3786,43810 Johnston Forge Suite 836,Lake Samantha,MS,92195,0689222,0.05,0689222.14246
groceryNoTransform,Tasty Market,(898)785-4749,145 Robert Harbor,Chanshire,NC,89738,0767734,0.15,0767734.98516
grocery,Wholesome Store,690-561-8024,4447 Gilbert Forest Apt. 708,Ericksonshire,HI,31639,1218843,0.05,1218843.31062
packaging,Advanced Pack,547-996-6472,9582 Denise Light Suite 360,Matthewsberg,NM,08938,1250676,0.8,1250676.36606
grocery,Healthy Grocery,961-385-9930,9196 Scott Ways Apt. 706,Port Barbara,NM,40347,1167941,0.05,1167941.91761
seafoodFarm,Marine Aquafarm,(993)822-1849,33113 Jordan Lodge,Boydborough,WA,45513,1328752,0.15,1328752.89581
landBasedReceiver,Marine Coast,883-962-4510,13762 Shields Tunnel Apt. 152,Rebeccatown,NH,49154,1270927,0.15,1270927.68344
farm,Peaceful Orchard Farm,4145753804,0196 Austin Field Apt. 951,Terrellchester,MP,62766,0851564,0.15,0851564.37092
groceryNoTransform,Wholesome Market,(619)462-1268,2876 Cole Road Apt. 027,Bethmouth,IN,67242,1260597,0.05,1260597.20147
packaging,Bio Solutions,503-318-5266,32988 Ball Meadows Suite 774,North Jared,MO,98070,1311754,0.15,1311754.62417
grocery,Tasty Bazaar,(966)654-0218,810 Victoria Divide Apt. 690,Castroburgh,PR,47476,0671729,0.05,0671729.18430
wholesaler,Global Traders,568-623-6480,5018 Amanda Hill Apt. 892,Westview,AL,22707,0674221,0.05,0674221.93910
landBasedReceiver,Deep Delights,(668)704-7837,598 Elizabeth Views,Port Peterburgh,MS,45309,0641089,0.05,0641089.50508
seafoodFarm,Blue Fish Farm,503-452-2054,6348 Stephen Garden Suite 630,Franklinhaven,NJ,26274,0880900,0.05,0880900.26147
wholesaler,Gourmet Trading,2658169135,592 Andrews Island Apt. 159,Christensenstad,OR,04603,0869859,0.15,0869859.27539
farm,Sunny Hills Farm,(970)340-2434,48333 John Glen Apt. 135,Carrton,IN,95820,1367860,0.05,1367860.60803
landBasedReceiver,Sea Coast,581-308-5271,352 Teresa Stravenue Suite 772,Port Jesusfort,OR,14693,1158530,0.05,1158530.16390
landBasedReceiver,Deep Aquatics,(540)850-0750,72703 Erin Burg Suite 133,Leeton,NY,14326,1088885,0.15,1088885.84685
packaging,Green Wrap,5759037587,3759 David Divide,Spearsstad,FL,78206,1147466,0.05,1147466.64802
landBasedReceiver,Ocean Coast,939-905-2544,463 Wagner Corners,Lake Angela,DE,57333,0852607,0.15,0852607.84569
landBasedReceiver,Ocean Delights,7436122424,3396 Yvonne Hollow Apt. 423,New Andrewville,ME,36366,0756143,0.05,0756143.80522
packaging,Eco Packaging,7323108218,88115 Ortega Center Suite 338,Samanthahaven,CO,05935,0670137,0.15,0670137.56801
farm,Sunny Meadows Farm,(893)947-4588,4561 Bridges Lodge,Tashaview,IN,23007,1176790,0.05,1176790.17709
wholesaler,Wholesome Market,(274)568-3567,45137 Byrd Square Apt. 881,Leeville,MP,25093,1186431,0.05,1186431.94015
grocery,Fine Foods,2926208551,959 Laura Circles,New Cynthia,RI,35959,0965639,0.15,0965639.72862
wholesaler,Wholesome Trading,(458)669-5340,209 Paul River,South Karenville,NC,78114,0633346,0.05,0633346.68063
distributor,Prime Services,8497548635,172 Obrien Isle Suite 568,New Brianstad,AZ,46008,1234626,0.8,1234626.27869
packaging,Premium Seal,447-246-8136,257 Mills Parks Apt. 320,Denisebury,LA,02866,1191104,0.8,1191104.20151
landBasedReceiver,Aqua Fisheries,(577)957-8586,5299 Craig Unions Apt. 764,North Laurenmouth,GA,93375,0664072,0.05,0664072.31731
landBasedReceiver,Sea Fisheries,9328525815,446 Marilyn Road Apt. 319,Lake Trevor,GA,82424,0972247,0.15,0972247.54625
farm,Sunny Fields Farm,(966)651-6276,99517 Kristina Estate,New Sydney,OH,49469,0789401,0.15,0789401.76783
packaging,Bio Packs,(672)241-2264,2546 Hill Heights Apt. 207,New Lisa,ID,70790,1387947,0.8,1387947.50324
seafoodFarm,Aqua Fish Haven,9907891916,34880 Joyce Club Apt. 870,East Sydney,SC,88897,1029004,0.05,1029004.63495
groceryNoTransform,Fine Store,(999)367-4345,724 Shawn Pines Suite 123,Ryanmouth,AR,12693,1065504,0.15,1065504.79004
groceryNoTransform,Healthy Foods,689-687-2610,101 Krista Brook Suite 492,Port Amytown,AR,84695,1286871,0.05,1286871.39250
packaging,Eco Pack,712-947-8010,7970 Joseph Coves Apt. 875,Port Timothyshire,PR,17540,0715543,0.15,0715543.27933
groceryNoTransform,Healthy Emporium,8719144644,946 Lawrence Ranch Apt. 873,South Monicachester,LA,93664,0882878,0.15,0882878.42534
farm,Golden Fields Farm,343-553-1007,96423 Wells Spur Suite 328,East Craig,MO,22402,1014890,0.15,1014890.30863
farm,Happy Meadows Farm,212-491-4980,1470 John Key Suite 948,Port Aaron,PW,31482,1360010,0.15,1360010.29475
processor,Premium Cuisine,5445925034,14587 Ruiz Stravenue Apt. 962,West Raymondmouth,KY,62010,1340117,0.15,1340117.92756
restaurant,Savory Restaurant,587-343-0632,16780 Clay Mountains Apt. 119,Lake Mary,FL,67974,1096387,0.8,1096387.64944
farm,Happy Meadows Farm,(983)499-6270,442 Deanna Circle,Rogerstown,MH,58000,1382261,0.05,1382261.20416
farm,Happy Acres Farm,574-684-3078,57459 Laura Loaf,Walkermouth,GU,32246,1291515,0.15,1291515.60184
seafoodFarm,Sea Fishery,(917)446-1443,28527 Bruce Mountains Apt. 371,Rodriguezside,HI,07302,1280877,0.05,1280877.23704
packaging,Bio Seal,(536)576-2233,8839 Williams Trace,North Cynthia,MT,11597,1093083,0.05,1093083.10369
